unique_id,country,city,airport,phone_number,opening_time,closing_time,main_contact,state
537,Indonesia,Naebugis,Bravo X-ray Quebec Echo Delta Hotel Golf Kilo Whiskey Tango Romeo Lima Sierra November Uniform Zulu Mike,625-4813,"error: invalid date ""08:00""",Fuscia,Dani,ACTIVE
538,Sweden,Skärholmen,Uniform India Oscar Zulu Echo Golf Hotel Mike Bravo Victor Kilo Yankee,695-2910,"error: invalid date ""08:00""",Green,Dido,ACTIVE
539,Grenada,Saint George's,X-ray India Tango Delta Charlie Bravo Zulu Yankee Alfa Foxtrot,361-6853,"error: invalid date ""08:00""",Khaki,Nikki,ACTIVE
540,Germany,Duisburg,Foxtrot Whiskey Bravo Romeo Golf Juliett Delta Oscar Yankee Sierra Alfa Hotel India,494-3234,"error: invalid date ""08:00""",Orange,Augustine,ACTIVE
541,China,Wuli,Papa Echo X-ray Uniform Hotel Quebec Golf Whiskey Lima Sierra Juliett Kilo Charlie India Victor Oscar Alfa,767-9248,"error: invalid date ""08:00""",Teal,Marguerite,ACTIVE
542,Pakistan,Khadan Khāk,Foxtrot November Bravo Romeo India Tango Hotel Alfa Quebec Juliett Kilo Uniform Echo X-ray Yankee Sierra Charlie,956-1519,"error: invalid date ""08:00""",Orange,Candis,ACTIVE
543,Serbia,Nova Varoš,Whiskey Juliett Sierra Golf November Mike India Charlie Kilo Uniform Yankee Oscar X-ray Echo Papa Hotel Quebec Bravo Lima Tango,246-0127,"error: invalid date ""08:00""",Fuscia,Veronika,ACTIVE
544,Colombia,Mocoa,Romeo Zulu Juliett Victor Echo Uniform Sierra Lima Golf Papa Bravo Charlie Whiskey Tango Kilo November Yankee Foxtrot,295-9228,"error: invalid date ""08:00""",Crimson,Orelle,ACTIVE
545,France,Levallois-Perret,Golf Kilo Juliett India Bravo Charlie X-ray Romeo Hotel Whiskey Yankee Foxtrot Sierra Echo Quebec Oscar Tango,937-7504,"error: invalid date ""08:00""",Indigo,Damaris,ACTIVE
546,Bulgaria,Kotel,India X-ray Hotel Victor Uniform Lima Tango Mike Sierra Oscar Whiskey Alfa Charlie Bravo,621-6742,"error: invalid date ""08:00""",Crimson,Fayre,ACTIVE
547,Indonesia,Cikulahan,Charlie Romeo Bravo Papa Foxtrot Zulu Quebec Tango Mike Alfa Golf Echo Sierra Uniform Kilo Hotel,145-0617,"error: invalid date ""08:00""",Maroon,Joyce,ACTIVE
548,Russia,Altuf’yevskiy,Bravo India Sierra Kilo Foxtrot Quebec Whiskey November Romeo Papa Charlie Echo Victor Hotel Uniform Mike Oscar,064-3812,"error: invalid date ""08:00""",Goldenrod,Kerstin,ACTIVE
549,China,Louguan,Victor Alfa Kilo Papa Golf Foxtrot Romeo Oscar Uniform Tango Hotel Whiskey Charlie,552-9865,"error: invalid date ""08:00""",Teal,Shelly,ACTIVE
550,France,Quimper,India Sierra Tango Delta Mike Echo Quebec Uniform Papa November Foxtrot Hotel Juliett Lima Romeo Zulu Bravo Oscar Whiskey,902-2429,"error: invalid date ""08:00""",Maroon,Margarete,ACTIVE
551,Malaysia,Bandar Pusat Jengka,India Delta Tango X-ray Quebec November Whiskey Uniform Sierra Echo Oscar,113-7620,"error: invalid date ""08:00""",Puce,Belinda,ACTIVE
552,Argentina,Rafaela,Papa Yankee Golf India Romeo Lima Mike Hotel Whiskey Echo Kilo Delta Bravo November X-ray Victor Tango Oscar Foxtrot Uniform,735-4613,"error: invalid date ""08:00""",Crimson,Eddie,ACTIVE
553,Indonesia,Simpang,Uniform Mike Yankee Hotel Foxtrot November Golf Charlie Quebec Papa Oscar Lima Bravo Whiskey India Juliett Alfa X-ray Echo Zulu,285-0105,"error: invalid date ""08:00""",Goldenrod,Chloris,ACTIVE
554,Portugal,Santos Evos,Golf India X-ray Hotel Foxtrot Juliett Quebec Mike Yankee Echo Sierra Zulu Oscar Papa November Alfa Uniform Bravo Whiskey Delta,352-4939,"error: invalid date ""08:00""",Red,Floria,ACTIVE
555,Canada,Bonavista,Charlie Oscar Alfa Echo Mike Yankee Sierra Lima Whiskey X-ray Victor Papa Uniform India Golf Tango Quebec Foxtrot Bravo Kilo,191-8753,"error: invalid date ""08:00""",Mauv,Jennilee,ACTIVE
556,Ireland,Rathnew,Romeo Victor Zulu Bravo X-ray Lima Yankee Tango Alfa Echo Uniform Golf Delta November Mike,033-6682,"error: invalid date ""08:00""",Blue,Diandra,ACTIVE
557,Moldova,Saharna,Quebec Hotel Charlie X-ray Yankee Uniform Zulu Bravo Victor Sierra Foxtrot Whiskey Juliett Golf November Lima Romeo Tango Kilo Oscar,019-1293,"error: invalid date ""08:00""",Orange,Dara,ACTIVE
558,China,Ketang,Alfa Oscar Juliett Kilo Sierra Victor November Papa X-ray Uniform Whiskey Mike Romeo,328-5696,"error: invalid date ""08:00""",Yellow,Jessamine,ACTIVE
559,Indonesia,Sayang Lauq,Yankee Hotel India Uniform Mike Lima Quebec Charlie Sierra Bravo X-ray Oscar Foxtrot,543-7715,"error: invalid date ""08:00""",Fuscia,Maridel,ACTIVE
560,Macedonia,Kičevo,India Zulu Kilo Papa X-ray Oscar Lima Romeo Golf Hotel Sierra Victor Delta,061-3943,"error: invalid date ""08:00""",Green,Dyann,ACTIVE
561,Tanzania,Igurusi,Quebec Whiskey November Alfa India Golf Foxtrot Kilo Romeo Charlie Victor Echo,255-9608,"error: invalid date ""08:00""",Pink,Jo-ann,ACTIVE
562,Libya,Zliten,Foxtrot Papa November X-ray Zulu Lima Romeo Echo Tango Uniform Charlie Juliett Kilo Victor Alfa Whiskey Oscar Yankee Sierra Golf,652-5217,"error: invalid date ""08:00""",Puce,Patience,ACTIVE
563,Philippines,Lupon,India Sierra Papa Romeo Quebec Golf Kilo Oscar Hotel Whiskey Victor Juliett Tango Yankee,692-5243,"error: invalid date ""08:00""",Violet,Judith,ACTIVE
564,Slovenia,Trnovlje pri Celju,Sierra Romeo Kilo Tango Whiskey X-ray Quebec Zulu Bravo Hotel Juliett Delta Alfa Yankee Mike Victor,862-1807,"error: invalid date ""08:00""",Purple,Veronike,ACTIVE
565,China,Hengxizhen,Charlie Romeo Golf Whiskey November X-ray Uniform Zulu Quebec Echo Oscar Bravo Victor Papa Delta Alfa Sierra,622-7674,"error: invalid date ""08:00""",Green,Hedvige,ACTIVE
566,Brazil,Rio do Sul,Oscar Victor Romeo Kilo Lima India Tango Juliett Zulu Foxtrot,995-2330,"error: invalid date ""08:00""",Fuscia,Anica,ACTIVE
567,Lithuania,Lazdijai,Oscar Delta Bravo India Papa Foxtrot Charlie Romeo Hotel Alfa Sierra Yankee Mike Golf Juliett Echo Lima,785-0389,"error: invalid date ""08:00""",Blue,Mariquilla,ACTIVE
568,Central African Republic,Ouadda,Papa Yankee Golf X-ray November India Zulu Whiskey Oscar Kilo Uniform Sierra Alfa Lima Victor Romeo Charlie Bravo,102-1576,"error: invalid date ""08:00""",Maroon,Leodora,ACTIVE
569,Sweden,Halmstad,Echo X-ray Mike Tango Foxtrot Juliett Oscar Whiskey Uniform Victor Bravo Papa Sierra Alfa Yankee Romeo India Kilo,488-6716,"error: invalid date ""08:00""",Violet,Gavrielle,ACTIVE
570,Brazil,Águas Vermelhas,Papa Lima Delta Romeo Uniform Juliett Tango Quebec Zulu Whiskey Mike,565-2191,"error: invalid date ""08:00""",Crimson,Dacy,ACTIVE
571,China,Dalongtan,November Charlie Hotel Kilo Echo Alfa Zulu India Victor Sierra Tango Bravo Golf Foxtrot X-ray Romeo Uniform Lima Quebec Juliett,299-8622,"error: invalid date ""08:00""",Fuscia,Mathilda,ACTIVE
572,Canada,Sherbrooke,X-ray Lima Zulu Sierra Bravo Hotel Kilo India Oscar Alfa Whiskey,925-0573,"error: invalid date ""08:00""",Orange,Fidelia,ACTIVE
573,Vietnam,Thị Trấn Nguyên Bình,Hotel Quebec Mike Delta Yankee Echo Oscar Charlie Victor Uniform Romeo,859-2905,"error: invalid date ""08:00""",Mauv,Crysta,ACTIVE
574,Czech Republic,Milíkov,Zulu Romeo November Quebec Golf Victor Echo Yankee Tango Foxtrot Bravo Juliett Papa India Sierra,257-4245,"error: invalid date ""08:00""",Yellow,Marice,ACTIVE
575,Indonesia,Wewit,Golf Charlie Uniform Foxtrot Whiskey X-ray Mike Lima November Juliett Victor Oscar Sierra Tango,916-6235,"error: invalid date ""08:00""",Red,Lara,ACTIVE
576,Philippines,Sindangan,X-ray Zulu Mike Kilo Tango November Victor Echo Sierra Papa India Charlie Foxtrot Quebec Bravo,102-1964,"error: invalid date ""08:00""",Purple,Appolonia,ACTIVE
577,Poland,Damnica,Charlie Oscar Alfa Foxtrot Zulu Quebec Romeo Delta Whiskey Uniform Echo Juliett,349-1477,"error: invalid date ""08:00""",Maroon,Salome,ACTIVE
578,Greece,Fteliá,X-ray Lima Bravo Kilo Romeo Sierra Oscar Hotel Zulu Uniform Whiskey Charlie Alfa Golf India Juliett Papa Tango,410-6134,"error: invalid date ""08:00""",Maroon,Felicle,ACTIVE
579,Chad,Mongo,Charlie Uniform Echo Foxtrot November Bravo Quebec X-ray Golf Hotel,353-1719,"error: invalid date ""08:00""",Violet,Tamqrah,ACTIVE
580,Philippines,Pulong Sampalok,Oscar Sierra Romeo Tango Whiskey Alfa November Bravo Victor Mike X-ray India Delta Echo Foxtrot Juliett,351-0622,"error: invalid date ""08:00""",Crimson,Tootsie,ACTIVE
581,Palestinian Territory,‘Ūrīf,Whiskey Bravo November Lima Foxtrot Sierra Victor Hotel Charlie Quebec India,731-3348,"error: invalid date ""08:00""",Goldenrod,Happy,ACTIVE
582,China,Nyima,Papa Echo Bravo India Hotel Oscar Zulu Whiskey Juliett November Quebec X-ray Charlie Kilo Lima Victor,519-2751,"error: invalid date ""08:00""",Indigo,Emelia,ACTIVE
583,Morocco,Jorf,Golf Charlie Victor Lima Papa November Tango Juliett Zulu Kilo Hotel India Uniform X-ray Yankee,602-3240,"error: invalid date ""08:00""",Crimson,Annetta,ACTIVE
584,China,Jingzhou,Echo Quebec Bravo November Sierra Foxtrot X-ray Hotel Alfa Golf Papa Juliett Yankee India Delta Whiskey,429-6568,"error: invalid date ""08:00""",Green,Ardine,ACTIVE
585,Sweden,Västerås,Mike Yankee X-ray Golf Uniform Papa Oscar Foxtrot Zulu Echo Charlie Alfa Romeo Sierra Tango India Juliett,774-1665,"error: invalid date ""08:00""",Green,Di,ACTIVE
586,Brazil,Quixadá,Zulu Alfa Sierra Quebec Hotel Echo Juliett Delta Mike India Papa Yankee Victor Whiskey Lima Oscar Tango,559-0085,"error: invalid date ""08:00""",Teal,Robinett,ACTIVE
587,China,Dagu,Echo Romeo Whiskey Papa India Victor Bravo Tango Golf Quebec X-ray Kilo Mike Foxtrot,821-3479,"error: invalid date ""08:00""",Crimson,Kerstin,ACTIVE
588,Sierra Leone,Potoru,Foxtrot Sierra Alfa Whiskey Papa India X-ray Kilo Yankee November,931-1670,"error: invalid date ""08:00""",Maroon,Lois,ACTIVE
589,Bulgaria,Malko Tŭrnovo,Charlie Alfa Juliett Victor Hotel Sierra Echo Papa Delta Whiskey X-ray Zulu Quebec Lima November Foxtrot,818-3008,"error: invalid date ""08:00""",Mauv,Sherilyn,ACTIVE
590,Philippines,Malicboy,Hotel Golf X-ray Foxtrot Yankee Sierra Echo Victor Quebec Mike Delta Romeo Oscar Papa Uniform Lima Juliett November Tango Whiskey,928-1089,"error: invalid date ""08:00""",Red,Netty,ACTIVE
591,Norway,Oslo,Juliett Tango Whiskey X-ray Charlie India Quebec Hotel Lima Golf Echo,552-9175,"error: invalid date ""08:00""",Fuscia,Donielle,ACTIVE
592,Poland,Raszczyce,Mike Yankee Sierra Lima Charlie Oscar Juliett Victor Uniform Tango,667-6996,"error: invalid date ""08:00""",Purple,Leila,ACTIVE
593,Indonesia,Gubukjero Timuk,Papa November Oscar Foxtrot Victor Echo Kilo Zulu Juliett Mike Sierra Lima Golf Alfa Uniform Hotel Charlie Delta Bravo,358-1458,"error: invalid date ""08:00""",Yellow,Ofella,ACTIVE
594,Colombia,La Dorada,Papa Uniform Juliett Sierra Victor Bravo Yankee Whiskey Mike India Charlie Foxtrot Alfa November Tango Zulu Echo,377-8929,"error: invalid date ""08:00""",Green,Leia,ACTIVE
595,Sweden,Göteborg,Charlie Kilo Yankee November Alfa Whiskey Uniform Tango Delta Juliett Zulu Foxtrot Lima Romeo Quebec Bravo Victor,576-0791,"error: invalid date ""08:00""",Puce,Alaine,ACTIVE
596,Vietnam,Hương Sơn,Quebec November Delta India Oscar Papa Lima Charlie Tango Whiskey Yankee Romeo Mike Echo Uniform Bravo Victor,025-0444,"error: invalid date ""08:00""",Teal,Sher,ACTIVE
597,Madagascar,Nosy Varika,Bravo Juliett Romeo Lima Victor Hotel India Quebec Echo Papa Oscar Whiskey Mike Tango,472-5957,"error: invalid date ""08:00""",Crimson,Amy,ACTIVE
598,Guinea,Mandiana,November Lima Charlie Kilo Mike Golf Victor India Quebec Juliett Alfa,261-1388,"error: invalid date ""08:00""",Crimson,Jacqui,ACTIVE
599,China,Jiuting,Oscar Uniform X-ray Alfa Golf Foxtrot India Victor Echo Charlie Juliett Papa Zulu Hotel Quebec Romeo Lima Whiskey,001-9354,"error: invalid date ""08:00""",Khaki,Corny,ACTIVE
600,Philippines,Ugac Sur,Golf Papa Tango November Uniform Bravo Quebec Mike Whiskey Hotel Charlie Sierra Foxtrot Delta Zulu Oscar,680-6733,"error: invalid date ""08:00""",Blue,Martica,ACTIVE
601,Venezuela,Mariara,Juliett Romeo November India X-ray Delta Tango Kilo Charlie Uniform Bravo Echo Mike,135-6337,"error: invalid date ""08:00""",Violet,Marje,ACTIVE
602,Malaysia,Sandakan,Juliett Golf November Victor Zulu Bravo Alfa Tango Oscar Delta Foxtrot X-ray Lima Papa Quebec India Mike Hotel Yankee Whiskey,573-1699,"error: invalid date ""08:00""",Blue,Dyann,ACTIVE
603,Portugal,Chavão,Quebec Whiskey Hotel Juliett Kilo India Uniform Delta Echo Tango Oscar Golf Yankee X-ray Foxtrot Romeo,501-7739,"error: invalid date ""08:00""",Red,Tresa,ACTIVE
604,Canada,Skatepark,Kilo Lima X-ray Alfa Foxtrot Sierra Yankee Bravo Uniform Hotel Victor Romeo Mike Whiskey Quebec Zulu Charlie Oscar Juliett,860-3471,"error: invalid date ""08:00""",Purple,Felecia,ACTIVE
605,China,Shibi,Golf Hotel Victor Yankee Juliett November Delta X-ray India Mike Echo,787-1422,"error: invalid date ""08:00""",Khaki,Zarla,ACTIVE
606,Russia,Petrokamenskoye,Whiskey November Foxtrot Golf Quebec Juliett Tango Papa Charlie Mike Hotel Lima India Romeo Echo Victor X-ray Zulu Uniform Kilo,697-3384,"error: invalid date ""08:00""",Teal,Lorettalorna,ACTIVE
607,Bangladesh,Bāndarban,Foxtrot Mike Sierra Victor Quebec Bravo Oscar Lima Kilo Alfa Yankee Golf Uniform November Whiskey Zulu Echo Hotel Juliett Papa,744-7284,"error: invalid date ""08:00""",Teal,Pammie,ACTIVE
608,China,Huangmei,Juliett Yankee Alfa Echo Whiskey Victor Zulu Mike Delta Charlie,399-8047,"error: invalid date ""08:00""",Indigo,Adore,ACTIVE
609,Indonesia,Watublapi,Oscar Quebec Papa Lima November Delta Echo X-ray Sierra Golf Alfa Romeo Zulu Victor Juliett Whiskey Yankee Charlie Kilo Tango,546-3174,"error: invalid date ""08:00""",Purple,Bettye,ACTIVE
610,Czech Republic,Hodkovice nad Mohelkou,Uniform Victor Foxtrot November Bravo Quebec Hotel Sierra Juliett Yankee,664-4594,"error: invalid date ""08:00""",Aquamarine,Jaquenette,ACTIVE
611,Vietnam,Hòa Bình,India Charlie Echo Romeo Juliett Alfa Zulu Yankee Foxtrot Delta,739-6238,"error: invalid date ""08:00""",Mauv,Caitlin,ACTIVE
612,China,Hewan,Romeo Juliett Bravo Golf Hotel November Papa Zulu Sierra Alfa Tango India Quebec Victor Whiskey,708-2846,"error: invalid date ""08:00""",Pink,Jsandye,ACTIVE
613,Peru,Satipo,X-ray Hotel Papa Lima Tango Uniform Juliett Foxtrot Whiskey Yankee Alfa Bravo,180-9197,"error: invalid date ""08:00""",Teal,Selia,ACTIVE
614,Indonesia,Leuburi,Victor November Charlie Yankee Mike Tango Romeo Lima Kilo Oscar India Echo Delta Golf Hotel Papa Zulu,735-7022,"error: invalid date ""08:00""",Green,Goldie,ACTIVE
615,Poland,Strzelce Krajeńskie,Yankee Alfa Golf Hotel November Romeo Juliett Victor Delta Foxtrot Mike Lima Echo,997-5012,"error: invalid date ""08:00""",Violet,Pearle,ACTIVE
616,Japan,Oyama,India November Alfa Tango Lima Papa Delta Foxtrot Golf Romeo Kilo Mike Charlie Quebec Hotel X-ray Whiskey Bravo,502-3285,"error: invalid date ""08:00""",Purple,Brynna,ACTIVE
617,Finland,Hollola,Lima Victor Juliett Echo Kilo X-ray Papa Foxtrot India Zulu Sierra Yankee Whiskey Alfa,391-5915,"error: invalid date ""08:00""",Fuscia,Gizela,ACTIVE
618,Poland,Wijewo,Foxtrot Uniform Charlie Golf Juliett Hotel Bravo Papa Romeo Echo Tango,679-2959,"error: invalid date ""08:00""",Pink,Bernadina,ACTIVE
619,Uganda,Mubende,India Echo Juliett Whiskey November Bravo Quebec Alfa Victor X-ray,175-4725,"error: invalid date ""08:00""",Indigo,Katusha,ACTIVE
620,Venezuela,Acarigua,Quebec Romeo Foxtrot Yankee India Alfa Echo Golf Juliett Lima Papa Bravo Mike Kilo Victor Sierra Oscar,322-1619,"error: invalid date ""08:00""",Aquamarine,Happy,ACTIVE
621,Tunisia,Douane,Quebec Whiskey Bravo Yankee Victor Mike Hotel November Uniform Charlie Golf Romeo Echo Sierra Foxtrot Tango Juliett Alfa Oscar Zulu,494-1164,"error: invalid date ""08:00""",Goldenrod,Roch,ACTIVE
622,Pakistan,Jīwani,Sierra Lima Charlie Zulu Kilo Foxtrot Papa Uniform Romeo Mike Juliett Golf Tango Whiskey Echo Oscar Bravo Alfa,170-1673,"error: invalid date ""08:00""",Goldenrod,Doretta,ACTIVE
623,Poland,Powidz,Alfa Foxtrot November Victor Echo Golf Delta Oscar Quebec Whiskey Kilo Uniform India Mike Yankee X-ray Bravo,402-0789,"error: invalid date ""08:00""",Fuscia,Trixy,ACTIVE
624,Ukraine,Olyka,Sierra Bravo Juliett Foxtrot Golf November Oscar Whiskey Hotel India Romeo Delta Quebec,897-6399,"error: invalid date ""08:00""",Mauv,Carri,ACTIVE
625,Portugal,Sobreira,Golf Quebec X-ray Mike India Charlie Oscar Bravo Echo Yankee Hotel Tango,821-1540,"error: invalid date ""08:00""",Indigo,Darya,ACTIVE
626,Madagascar,Ambatofinandrahana,Kilo Victor Golf Lima Juliett Uniform Delta Tango India Echo Quebec Bravo Mike Oscar Yankee Hotel November,543-6980,"error: invalid date ""08:00""",Yellow,Kevyn,ACTIVE
627,China,Daoqiao,India Foxtrot Hotel Uniform Tango Oscar Juliett Charlie Kilo X-ray Alfa Lima Sierra Whiskey Quebec Zulu Echo,719-3936,"error: invalid date ""08:00""",Mauv,Rosabella,ACTIVE
628,Russia,Tëploye,Mike Oscar Foxtrot Whiskey Kilo Victor November Quebec Lima Juliett Golf,911-5512,"error: invalid date ""08:00""",Mauv,Blinny,ACTIVE
629,Mozambique,Beira,Golf Charlie November Bravo Tango Romeo Quebec Alfa Hotel Delta Yankee Echo Uniform Sierra Kilo Juliett,615-2818,"error: invalid date ""08:00""",Crimson,Koo,ACTIVE
630,Indonesia,Sukarama,Whiskey Bravo Hotel Golf Tango Charlie Papa Sierra Uniform Romeo Mike Echo Alfa India Kilo Delta X-ray Foxtrot Juliett,960-0082,"error: invalid date ""08:00""",Red,Lise,ACTIVE
631,Japan,Kashihara,Whiskey Hotel Bravo Alfa Oscar Victor X-ray Tango Golf Kilo Sierra Romeo Foxtrot Yankee,900-6767,"error: invalid date ""08:00""",Violet,Anabelle,ACTIVE
632,Indonesia,Munjungan,Golf Bravo Sierra Alfa Quebec Whiskey Foxtrot India Yankee Mike Zulu Echo Charlie,809-0871,"error: invalid date ""08:00""",Puce,Henrie,ACTIVE
633,China,Hengshanqiao,Kilo Foxtrot November Golf Lima Sierra Zulu Delta Hotel Victor Bravo,934-8618,"error: invalid date ""08:00""",Indigo,Mikaela,ACTIVE
634,Cuba,Cabaiguán,Juliett November Yankee Tango Victor Romeo Golf Echo Uniform Quebec Sierra Hotel Foxtrot Alfa X-ray Bravo Lima,280-9477,"error: invalid date ""08:00""",Maroon,Theresa,ACTIVE
635,Philippines,Bantogon,Bravo Kilo X-ray Lima Golf Mike Uniform Alfa Papa Foxtrot,068-9656,"error: invalid date ""08:00""",Goldenrod,Jaynell,ACTIVE
636,Portugal,Souto,Whiskey Alfa Mike Romeo Yankee Golf Victor Echo Kilo Lima Delta Juliett,049-5523,"error: invalid date ""08:00""",Orange,Glad,ACTIVE
637,Indonesia,Nunleu,India Zulu Echo Foxtrot Delta Quebec Charlie Papa Mike Whiskey Kilo Sierra Victor X-ray Juliett November Oscar Romeo Lima,026-9273,"error: invalid date ""08:00""",Orange,Catarina,ACTIVE
638,Portugal,Muro,Victor Oscar Kilo Bravo Zulu Yankee Lima X-ray Charlie Quebec Delta Juliett Foxtrot Mike Echo India Hotel Tango,118-5450,"error: invalid date ""08:00""",Aquamarine,Cassandre,ACTIVE
639,Poland,Murcki,Sierra Foxtrot November Bravo Oscar Mike Echo Delta Whiskey X-ray Juliett Kilo,835-0786,"error: invalid date ""08:00""",Red,Ardyce,ACTIVE
640,Philippines,Ilihan,India Yankee Juliett Quebec Bravo Tango Whiskey Sierra Romeo Kilo Delta Papa Alfa Oscar Lima X-ray Uniform,732-5241,"error: invalid date ""08:00""",Crimson,Philippa,ACTIVE
641,Indonesia,Krajan Timur Mlokorejo,Uniform November Juliett Lima Zulu Alfa Yankee Quebec Bravo Victor Mike Charlie Sierra Golf Whiskey Delta X-ray Romeo Kilo Echo,756-2179,"error: invalid date ""08:00""",Teal,Dorine,ACTIVE
642,South Africa,Tarkastad,Alfa Kilo Victor Mike Foxtrot Oscar Golf Charlie November Whiskey Yankee Sierra Papa Echo Zulu Tango Bravo India,632-9569,"error: invalid date ""08:00""",Violet,Marchelle,ACTIVE
643,Russia,Spirovo,Foxtrot Golf Quebec Victor Kilo Whiskey Delta Alfa Oscar Yankee Zulu Bravo India Romeo X-ray Uniform November Tango,849-3502,"error: invalid date ""08:00""",Green,Latashia,ACTIVE
644,Poland,Barcin,Kilo Alfa Golf Lima Mike Charlie Yankee Delta Hotel Bravo Echo Sierra Uniform Romeo Victor Quebec,892-0140,"error: invalid date ""08:00""",Goldenrod,Willie,ACTIVE
645,Philippines,Mataya,Uniform Sierra Papa Foxtrot Bravo India Yankee Charlie Victor Romeo Zulu X-ray Golf November Alfa Quebec Tango,432-2613,"error: invalid date ""08:00""",Turquoise,Arlyne,ACTIVE
646,Croatia,Stari Grad,Papa Lima November Oscar Romeo X-ray Tango Golf Whiskey Sierra Zulu Uniform Quebec India Kilo Hotel,458-0735,"error: invalid date ""08:00""",Yellow,Wenonah,ACTIVE
647,Indonesia,Lubukgadang,Uniform Lima Charlie Juliett X-ray Sierra Tango Mike Kilo Golf Quebec Oscar Papa Hotel Bravo,922-3008,"error: invalid date ""08:00""",Khaki,Elspeth,ACTIVE
648,Ethiopia,Deder,Bravo Tango Papa Delta Zulu Quebec Uniform Kilo Romeo Whiskey November Golf Echo Mike,376-2545,"error: invalid date ""08:00""",Pink,Ree,ACTIVE
649,Sweden,Norberg,November Tango Oscar Mike Alfa Delta Quebec Victor Whiskey Golf Charlie Kilo Lima Romeo Sierra Hotel India,005-1251,"error: invalid date ""08:00""",Maroon,Rozelle,ACTIVE
650,China,Huazhai,Whiskey Tango Kilo Foxtrot Juliett Uniform Papa Charlie Hotel Yankee Sierra Victor Delta Alfa,016-6123,"error: invalid date ""08:00""",Maroon,Elyse,ACTIVE
651,Indonesia,Bangunharja,Echo Zulu X-ray Whiskey Bravo November Juliett Mike Sierra Victor,656-2973,"error: invalid date ""08:00""",Yellow,Oralle,ACTIVE
652,Uzbekistan,Dashtobod,Juliett Oscar India Alfa Mike Foxtrot Yankee Victor Bravo Tango Lima Charlie X-ray Hotel,318-0574,"error: invalid date ""08:00""",Khaki,Livvy,ACTIVE
653,Guatemala,Tamahú,Kilo Papa Sierra Oscar Hotel X-ray Mike Quebec Juliett Yankee Echo Whiskey Uniform Golf Tango India Alfa November Zulu,000-9556,"error: invalid date ""08:00""",Maroon,Di,ACTIVE
654,Indonesia,Timbrangan,Yankee Quebec Whiskey Victor Foxtrot Charlie Mike Zulu X-ray November Bravo Echo Romeo Delta,110-8854,"error: invalid date ""08:00""",Turquoise,Wilone,ACTIVE
655,Russia,Groznyy,Bravo Hotel Romeo Golf Alfa Delta Whiskey Charlie Kilo Oscar Juliett Foxtrot Mike Uniform Quebec Lima,365-7437,"error: invalid date ""08:00""",Indigo,Marya,ACTIVE
656,Brazil,Leopoldina,Papa Golf Uniform India Tango Foxtrot Hotel Alfa Mike Kilo Bravo Whiskey Delta Sierra Victor Juliett Lima Charlie Quebec Oscar,164-2769,"error: invalid date ""08:00""",Crimson,Gilda,ACTIVE
657,Australia,Eastern Suburbs Mc,Zulu Quebec Foxtrot Oscar Sierra Alfa November Golf Delta Mike Romeo Tango Juliett Papa Hotel Echo Whiskey,862-3828,"error: invalid date ""08:00""",Turquoise,Cordelie,ACTIVE
658,Uganda,Pader Palwo,Tango Lima Juliett Yankee Quebec Whiskey Romeo Uniform Charlie Oscar India Echo Sierra Kilo,645-9017,"error: invalid date ""08:00""",Red,Octavia,ACTIVE
659,Morocco,Imider,Alfa Juliett Mike Lima November Uniform Papa Oscar Quebec Bravo Tango Victor Delta Hotel India Foxtrot Whiskey Kilo Echo Romeo,638-5061,"error: invalid date ""08:00""",Orange,Tandi,ACTIVE
660,China,Sigou,Mike Uniform Lima Zulu Oscar Charlie Kilo Delta Romeo Alfa Golf,386-3500,"error: invalid date ""08:00""",Purple,Jenilee,ACTIVE
661,China,Gaoqiao,Foxtrot Golf Lima Whiskey Echo Delta Hotel Zulu Tango Quebec Bravo X-ray Victor,213-4262,"error: invalid date ""08:00""",Green,Babbette,ACTIVE
662,China,Huotian,Oscar Uniform Romeo Quebec Kilo Golf Echo Yankee Sierra Delta Hotel Zulu Alfa Whiskey X-ray India Bravo Lima,506-5064,"error: invalid date ""08:00""",Purple,Elvera,ACTIVE
663,Sweden,Stockholm,Kilo Oscar Victor Juliett Romeo Foxtrot November Golf Zulu Bravo Whiskey Lima Tango Mike Hotel,161-0865,"error: invalid date ""08:00""",Green,Maurise,ACTIVE
664,Indonesia,Cibunar,Alfa Oscar Tango Kilo Romeo Mike Bravo India Hotel Lima Delta Yankee X-ray Echo Golf,394-8914,"error: invalid date ""08:00""",Fuscia,Genia,ACTIVE
665,Indonesia,Cibalieur,Romeo Quebec Juliett Zulu Lima Bravo Foxtrot Whiskey Tango India Uniform Mike Sierra Charlie Yankee Alfa Delta,306-5635,"error: invalid date ""08:00""",Violet,Lolita,ACTIVE
666,United States,Springfield,Alfa Delta Oscar Yankee Mike Quebec Hotel November Echo Lima Papa,696-2636,"error: invalid date ""08:00""",Blue,Robbi,ACTIVE
667,Colombia,San Marcos,Lima Yankee Golf Zulu Charlie Hotel Echo Alfa Victor Quebec,066-0621,"error: invalid date ""08:00""",Aquamarine,Wilhelmine,ACTIVE
668,Indonesia,Sumberdangdang,Kilo November Foxtrot Mike Yankee Lima Golf Oscar Zulu Uniform Charlie Juliett Tango Romeo Bravo,778-8235,"error: invalid date ""08:00""",Purple,Allissa,ACTIVE
